epoch,phase,steps,nr_games,average_reward,min_game_reward,max_game_reward,last_exploration_rate,total_train_steps,replay_memory_count,meanq,meancost,weight_updates,total_time,epoch_time,steps_per_second
194,train,250000,133,16.54135338345865,11,21,0.1,48500000,1000000,1.36999,1.23085069084e-06,12125000,456351.738623,1705.1596220000065,146.61384000330207
194,test,125000,74,18.972972972972975,15,21,0.05,48500000,1000000,1.36999,0,12125000,456749.57039899996,397.81595899997046,314.2156496542394
195,train,250000,132,16.545454545454536,10,21,0.1,48750000,1000000,1.39254,1.18937861298e-06,12187500,458417.739811,1668.1669070000062,149.8650997996324
195,test,125000,73,18.90410958904109,16,21,0.05,48750000,1000000,1.39254,0,12187500,458815.318811,397.56176399998367,314.4165544048777
196,train,250000,132,16.363636363636356,9,21,0.1,49000000,1000000,1.42654,1.15671702514e-06,12250000,460479.12168599997,1663.8005479999701,150.25839503450175
196,test,125000,73,18.7945205479452,16,21,0.05,49000000,1000000,1.42654,0,12250000,460875.84906499996,396.710505999974,315.0912267496344
197,train,250000,132,16.545454545454547,10,21,0.1,49250000,1000000,1.30626,1.13349233747e-06,12312500,462539.952266,1664.1008819999988,150.23127666367054
197,test,125000,73,18.917808219178088,14,21,0.05,49250000,1000000,1.30626,0,12312500,462936.402334,396.433348999999,315.31151532864686
198,train,250000,130,16.276923076923083,9,21,0.1,49500000,1000000,1.34084,1.15560059026e-06,12375000,464601.156272,1664.7515499999863,150.172558782121
198,test,125000,74,18.94594594594595,16,21,0.05,49500000,1000000,1.34084,0,12375000,464997.565151,396.3917009999859,315.3446444127357
199,train,250000,131,16.259541984732827,10,20,0.1,49750000,1000000,1.33601,1.22645214802e-06,12437500,466662.061942,1664.4946259999997,150.19573875151704
199,test,125000,73,18.561643835616444,14,21,0.05,49750000,1000000,1.33601,0,12437500,467059.015657,396.93640700000105,314.9119047676563
200,train,250000,128,15.773437499999988,7,20,0.1,50000000,1000000,1.39108,1.14548395546e-06,12500000,468722.876864,1663.8590240000049,150.25311423259095
200,test,125000,72,18.472222222222218,14,21,0.05,50000000,1000000,1.39108,0,12500000,469119.056302,396.1621930000256,315.527332513509
